# SID (defaults to ID.startBit.[responseId]), ID (hex), startBit, endBit, resolution, offset (aplied BEFORE resolution multiplication), decimals, unit, requestID (hex string), responseID (hex string), options (hex, see MainActivity for definitions), optional name, optional list
# Dummies to avoid excessive Toast messages
,7D7,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,7D7,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,739,56,63,1,0,0,,2180,6180,ff,diagVersion
,739,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,739,128,143,1,0,0,,2180,6180,ff,Soft
,739,5144,159,1,0,0,,2180,6180,ff,Version
,739,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,739,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,739,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,739,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,7DA,56,63,1,0,0,,2180,6180,ff,diagVersion
,7DA,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,7DA,128,143,1,0,0,,2180,6180,ff,Soft
,7DA,5144,159,1,0,0,,2180,6180,ff,Version
,7DA,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,7DA,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,7DA,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,7DA,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,760,56,63,1,0,0,,2180,6180,ff,diagVersion
,760,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,760,128,143,1,0,0,,2180,6180,ff,Soft
,760,5144,159,1,0,0,,2180,6180,ff,Version
,760,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,760,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,760,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,760,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,761,56,63,1,0,0,,2180,6180,ff,diagVersion
,761,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,761,128,143,1,0,0,,2180,6180,ff,Soft
,761,5144,159,1,0,0,,2180,6180,ff,Version
,761,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,761,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,761,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,761,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,7AD,56,63,1,0,0,,2180,6180,ff,diagVersion
,7AD,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,7AD,128,143,1,0,0,,2180,6180,ff,Soft
,7AD,5144,159,1,0,0,,2180,6180,ff,Version
,7AD,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,7AD,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,7AD,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,7AD,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,762,56,63,1,0,0,,2180,6180,ff,diagVersion
,762,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,762,128,143,1,0,0,,2180,6180,ff,Soft
,762,5144,159,1,0,0,,2180,6180,ff,Version
,762,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,762,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,762,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,762,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,77D,56,63,1,0,0,,2180,6180,ff,diagVersion
,77D,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,77D,128,143,1,0,0,,2180,6180,ff,Soft
,77D,5144,159,1,0,0,,2180,6180,ff,Version
,77D,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,77D,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,77D,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,77D,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,76B,56,63,1,0,0,,2180,6180,ff,diagVersion
,76B,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,76B,128,143,1,0,0,,2180,6180,ff,Soft
,76B,5144,159,1,0,0,,2180,6180,ff,Version
,76B,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,76B,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,76B,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,76B,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,77E,56,63,1,0,0,,2180,6180,ff,diagVersion
,77E,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,77E,128,143,1,0,0,,2180,6180,ff,Soft
,77E,5144,159,1,0,0,,2180,6180,ff,Version
,77E,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,77E,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,77E,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,77E,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,7C8,56,63,1,0,0,,2180,6180,ff,diagVersion
,7C8,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,7C8,128,143,1,0,0,,2180,6180,ff,Soft
,7C8,5144,159,1,0,0,,2180,6180,ff,Version
,7C8,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,7C8,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,7C8,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,7C8,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,7BD,56,63,1,0,0,,2180,6180,ff,diagVersion
,7BD,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,7BD,128,143,1,0,0,,2180,6180,ff,Soft
,7BD,5144,159,1,0,0,,2180,6180,ff,Version
,7BD,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,7BD,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,7BD,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,7BD,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,7A2,56,63,1,0,0,,2180,6180,ff,diagVersion
,7A2,64,87,1,0,0,,2180,6180,2ff,Supplier (string!)
,7A2,128,143,1,0,0,,2180,6180,ff,Soft
,7A2,5144,159,1,0,0,,2180,6180,ff,Version
,7A2,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,7A2,24,279,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,7A2,24,279,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,7A2,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
